index,magnitude,phase_angle,is_predicted,received_at
0,24801.626953125,-44.45006515612092,False,2023-06-07 16:33:44.424500
1,24801.626953125,-44.22088157361573,False,2023-06-07 16:33:44.443287
2,24801.626953125,-44.01461669087051,False,2023-06-07 16:33:44.461223
3,24792.470703125,-43.79116363707896,False,2023-06-07 16:33:44.480299
4,24801.626953125,-43.561980054573766,False,2023-06-07 16:33:44.498265
5,24829.125,-43.327574792448104,True,2023-06-07 16:33:45.534687
6,24801.626953125,-43.10361630465797,False,2023-06-07 16:33:44.533453
7,24801.626953125,-42.89162089319911,False,2023-06-07 16:33:44.550394
8,24801.626953125,-42.67389495302662,False,2023-06-07 16:33:44.568732
9,24801.626953125,-42.433253728188724,False,2023-06-07 16:33:44.586135
10,24801.626953125,-42.19261250335084,False,2023-06-07 16:33:44.604214
11,24801.626953125,-41.963428920845644,False,2023-06-07 16:33:44.621816
12,24810.78125,-41.73424533834045,False,2023-06-07 16:33:44.639507
13,24810.78125,-41.50506175583526,False,2023-06-07 16:33:44.657495
14,24801.626953125,-41.29306975947099,False,2023-06-07 16:33:44.675086
15,24801.626953125,-41.063886176965795,False,2023-06-07 16:33:44.692625
16,24801.626953125,-40.84043312317424,False,2023-06-07 16:33:44.710683
17,24801.626953125,-40.622707183001744,False,2023-06-07 16:33:44.728450
18,24801.626953125,-40.40498465792383,False,2023-06-07 16:33:44.746345
19,24801.626953125,-40.18153160413228,False,2023-06-07 16:33:44.764499
20,24801.626953125,-39.96380566395979,False,2023-06-07 16:33:44.781545
21,24801.626953125,-39.734622081454596,False,2023-06-07 16:33:44.799418
22,24801.685546875,-39.49397744152212,True,2023-06-07 16:33:45.534816
23,24801.626953125,-39.28198544515785,False,2023-06-07 16:33:44.835055
24,24801.626953125,-39.06426292007994,False,2023-06-07 16:33:44.852760
25,24801.626953125,-38.823621695242046,False,2023-06-07 16:33:44.872217
26,24801.626953125,-39.06426292007994,False,2023-06-07 16:33:44.889931
27,24801.626953125,-38.83507933757475,False,2023-06-07 16:33:44.907535
28,24801.626953125,-38.611626283783195,False,2023-06-07 16:33:44.925164
29,24801.626953125,-38.393900343610696,False,2023-06-07 16:33:44.942753
30,24801.599609375,-38.18189810196267,True,2023-06-07 16:33:45.535991
31,24792.470703125,-37.96418240707393,False,2023-06-07 16:33:44.978558
32,24792.470703125,-37.740729353282376,False,2023-06-07 16:33:44.998856
33,24800.58203125,-37.72377682376241,True,2023-06-07 16:33:45.536077
34,24816.724609375,-37.91313357321725,True,2023-06-07 16:33:45.536154
35,24841.78515625,-38.308212205378304,True,2023-06-07 16:33:45.536194
36,24877.603515625,-38.90792330507293,True,2023-06-07 16:33:45.536231
37,24792.470703125,-36.66357095513093,False,2023-06-07 16:33:45.086727
38,24792.470703125,-36.474494243432055,False,2023-06-07 16:33:45.104580
39,24792.470703125,-36.23384960349958,False,2023-06-07 16:33:45.126087
40,24792.470703125,-36.02185760713531,False,2023-06-07 16:33:45.143636
41,24792.470703125,-35.81559272439009,False,2023-06-07 16:33:45.161435
42,24792.470703125,-35.603597312931235,False,2023-06-07 16:33:45.179179
43,24783.31640625,-35.38014425913968,False,2023-06-07 16:33:45.197072
44,24783.31640625,-35.17387937639447,False,2023-06-07 16:33:45.214655
45,24792.390625,-34.985028060938205,True,2023-06-07 16:33:45.536298
46,24783.31640625,-34.72124274009772,False,2023-06-07 16:33:45.250587
47,24783.31640625,-34.51497785735251,False,2023-06-07 16:33:45.268081
48,24783.31640625,-34.302982445893655,False,2023-06-07 16:33:45.285538
49,24783.31640625,-34.07379886338846,False,2023-06-07 16:33:45.303375
50,24783.31640625,-33.85034580959691,False,2023-06-07 16:33:45.321047
51,24783.31640625,-33.621162227091716,False,2023-06-07 16:33:45.338592
52,24792.470703125,-33.403439702013806,False,2023-06-07 16:33:45.356200
53,24810.72265625,-33.197403630605784,True,2023-06-07 16:33:45.536437
54,24838.017578125,-33.003248673259,True,2023-06-07 16:33:45.536490
55,24783.31640625,-32.744538182971844,False,2023-06-07 16:33:45.409829
56,24783.31640625,-32.51535460046665,False,2023-06-07 16:33:45.427081
57,24783.31640625,-32.280440489247816,False,2023-06-07 16:33:45.444955
58,24783.31640625,-32.062717964169906,False,2023-06-07 16:33:45.462706
59,24783.31640625,-31.833534381664712,False,2023-06-07 16:33:45.480688
60,24783.31640625,-31.621542385300444,False,2023-06-07 16:33:45.498385
61,24774.16015625,-31.403816445127948,False,2023-06-07 16:33:45.516781
62,24774.16015625,-31.180363391336392,False,2023-06-07 16:33:45.537970
63,24774.16015625,-30.962640866258482,False,2023-06-07 16:33:45.556466
64,24774.1328125,-30.750645454799628,True,2023-06-07 16:33:46.593735
65,24774.16015625,-30.515731343580793,False,2023-06-07 16:33:45.592684
66,24774.16015625,-30.303739347216524,False,2023-06-07 16:33:45.610067
67,24774.16015625,-30.080282878330387,False,2023-06-07 16:33:45.627637
68,24774.16015625,-29.862560353252473,False,2023-06-07 16:33:45.645348
69,24774.16015625,-29.644837828174563,False,2023-06-07 16:33:45.663271
70,24774.16015625,-29.432842416715708,False,2023-06-07 16:33:45.681115
71,24774.1328125,-29.22657070378132,True,2023-06-07 16:33:46.594147
72,24765.005859375,-29.00312448017894,False,2023-06-07 16:33:45.716819
73,24765.005859375,-28.785398540006444,False,2023-06-07 16:33:45.734360
74,24765.005859375,-28.550486136334904,False,2023-06-07 16:33:45.752106
75,24765.005859375,-28.33276361125699,False,2023-06-07 16:33:45.769768
76,24765.005859375,-28.120768199798135,False,2023-06-07 16:33:45.787482
77,24755.849609375,-27.92023384576656,False,2023-06-07 16:33:45.805250
78,24755.849609375,-27.713968963021344,False,2023-06-07 16:33:45.822944
79,24755.849609375,-27.4905142016825,False,2023-06-07 16:33:45.840464
80,24755.849609375,-27.2613323267246,False,2023-06-07 16:33:45.858209
81,24755.849609375,-27.043608094099397,False,2023-06-07 16:33:45.876117
82,24755.849609375,-26.820155040307846,False,2023-06-07 16:33:45.893778
83,24755.849609375,-26.590971457802652,False,2023-06-07 16:33:45.911511
84,24755.849609375,-26.36178787529746,False,2023-06-07 16:33:45.929492
85,24755.849609375,-26.13260087769768,True,2023-06-07 16:33:46.594840
86,24755.849609375,-26.33314035437113,False,2023-06-07 16:33:45.965828
87,24755.71875,-26.505028895023674,True,2023-06-07 16:33:46.594961
88,24765.005859375,-25.86331554702805,False,2023-06-07 16:33:46.000800
89,24788.00390625,-24.95346604769065,True,2023-06-07 16:33:46.595077
90,24755.849609375,-25.404948382017665,False,2023-06-07 16:33:46.036423
91,24755.849609375,-25.164307157179774,False,2023-06-07 16:33:46.053735
92,24765.005859375,-24.923664224794592,False,2023-06-07 16:33:46.071522
93,24765.005859375,-24.694480642289403,False,2023-06-07 16:33:46.089169
94,24755.791015625,-24.476496862475738,True,2023-06-07 16:33:46.595135
95,24737.306640625,-24.26948065892182,True,2023-06-07 16:33:46.595194
96,24765.005859375,-23.984012902561137,False,2023-06-07 16:33:46.142600
