index,sent_at
0,2023-06-07 18:14:30.832733
1,2023-06-07 18:14:30.853975
2,2023-06-07 18:14:30.872967
3,2023-06-07 18:14:30.906118
4,2023-06-07 18:14:30.926299
5,2023-06-07 18:14:30.945124
6,2023-06-07 18:14:30.966952
7,2023-06-07 18:14:30.986099
8,2023-06-07 18:14:31.019016
9,2023-06-07 18:14:31.039472
10,2023-06-07 18:14:31.073009
11,2023-06-07 18:14:31.091938
12,2023-06-07 18:14:31.126510
13,2023-06-07 18:14:31.152164
14,2023-06-07 18:14:31.178375
15,2023-06-07 18:14:31.222502
16,2023-06-07 18:14:31.244189
17,2023-06-07 18:14:31.266491
18,2023-06-07 18:14:31.290328
19,2023-06-07 18:14:31.331259
20,2023-06-07 18:14:31.352707
21,2023-06-07 18:14:31.399604
22,2023-06-07 18:14:31.418314
23,2023-06-07 18:14:31.447015
24,2023-06-07 18:14:31.470298
25,2023-06-07 18:14:31.507905
26,2023-06-07 18:14:31.529351
27,2023-06-07 18:14:31.559913
28,2023-06-07 18:14:31.582305
29,2023-06-07 18:14:31.622114
30,2023-06-07 18:14:31.641302
31,2023-06-07 18:14:31.660963
32,2023-06-07 18:14:31.683097
33,2023-06-07 18:14:31.700812
34,2023-06-07 18:14:31.718614
35,2023-06-07 18:14:31.736485
36,2023-06-07 18:14:31.754435
37,2023-06-07 18:14:31.772259
38,2023-06-07 18:14:31.790231
39,2023-06-07 18:14:31.807936
40,2023-06-07 18:14:31.826001
41,2023-06-07 18:14:31.843849
42,2023-06-07 18:14:31.861625
43,2023-06-07 18:14:31.879575
44,2023-06-07 18:14:31.897668
45,2023-06-07 18:14:31.915470
46,2023-06-07 18:14:31.933469
47,2023-06-07 18:14:31.958314
48,2023-06-07 18:14:31.977103
49,2023-06-07 18:14:31.997866
50,2023-06-07 18:14:32.017086
51,2023-06-07 18:14:32.035501
52,2023-06-07 18:14:32.053943
53,2023-06-07 18:14:32.072459
54,2023-06-07 18:14:32.090093
55,2023-06-07 18:14:32.107732
56,2023-06-07 18:14:32.125479
57,2023-06-07 18:14:32.143172
58,2023-06-07 18:14:32.160998
59,2023-06-07 18:14:32.178882
60,2023-06-07 18:14:32.200330
61,2023-06-07 18:14:32.218224
62,2023-06-07 18:14:32.236242
63,2023-06-07 18:14:32.254064
64,2023-06-07 18:14:32.271897
65,2023-06-07 18:14:32.289870
66,2023-06-07 18:14:32.311604
67,2023-06-07 18:14:32.330733
68,2023-06-07 18:14:32.348688
69,2023-06-07 18:14:32.366531
70,2023-06-07 18:14:32.384265
71,2023-06-07 18:14:32.402058
72,2023-06-07 18:14:32.423428
73,2023-06-07 18:14:32.441366
74,2023-06-07 18:14:32.459063
75,2023-06-07 18:14:32.476780
76,2023-06-07 18:14:32.494891
77,2023-06-07 18:14:32.512822
78,2023-06-07 18:14:32.530496
79,2023-06-07 18:14:32.548356
80,2023-06-07 18:14:32.566208
81,2023-06-07 18:14:32.584207
82,2023-06-07 18:14:32.601986
83,2023-06-07 18:14:32.619628
84,2023-06-07 18:14:32.637486
85,2023-06-07 18:14:32.655088
86,2023-06-07 18:14:32.672910
87,2023-06-07 18:14:32.690462
